topico,pais,seed,volume,prompts,eh_categoria,familia,estagio,categoria,marcas,marcas_nucleo,eh_branded,trend,int_informational,int_commercial,int_transactional,int_navigational,int_task
Coolers de cerveja,br,freezer,8518,23,0,produto e categoria,exploracao de categoria,sem categoria,,,0,89;97;100;49;79;80;80;84;84;84;84;83,0.59,0.22,0.09,0.05,0.05
Congel Contabilidade e Refrigeração,br,freezer,78,15,0,produto e categoria,descoberta,sem categoria,,,0,29;100;92;53;53;48;41;29;29;29;29;29,0.28,0.2,0.06,0.43,0.03
Geladeiras inverse frost free pretas,br,freezer,266,16,1,especificacao de produto,escolha,geladeira,,,0,4;39;50;12;15;25;30;100;58;20;18;21,0.28,0.47,0.11,0.11,0.03
Brastemp Geladeiras,br,freezer,653,16,1,produto e categoria,exploracao de categoria,geladeira,brastemp,brastemp,1,29;41;42;40;40;43;43;100;79;39;38;38,0.52,0.12,0.11,0.18,0.07
Câmaras Frias com Porta de Vidro,br,freezer,91,15,0,produto e categoria,escolha,sem categoria,,,0,30;36;38;38;39;41;78;51;52;100;82;41,0.45,0.33,0.14,0.01,0.07
Frigobar Embutido e Inox,br,freezer,526,15,1,especificacao de produto,escolha,geladeira,,,0,58;90;88;100;73;76;75;80;81;82;79;79,0.5,0.28,0.08,0.11,0.03
Caminhões e Baús Refrigerados,br,freezer,1644,24,1,produto e categoria,exploracao de categoria,geladeira,,,0,44;52;53;71;98;100;100;97;78;77;79;78,0.69,0.15,0.04,0.07,0.05
Geladeiras Esmaltec,br,freezer,6493,33,1,produto e categoria,exploracao de categoria,geladeira,esmaltec,,1,53;59;61;32;93;94;94;100;46;46;46;46,0.53,0.22,0.09,0.14,0.02
Refrigeração e Geladeiras no Brasil,br,freezer,1212,17,1,produto e categoria,exploracao de categoria,geladeira,,,0,18;47;100;89;88;86;78;63;48;37;32;80,0.71,0.14,0.08,0.05,0.02
Self Storage & Storage Units,br,freezer,71570,51,0,produto e categoria,exploracao de categoria,sem categoria,,,0,56;51;62;82;94;94;94;100;91;91;91;91,0.5,0.34,0.09,0.04,0.03
Réfrigérateurs et congélateurs pas chers,br,freezer,1335,17,0,produto e categoria,escolha,sem categoria,,,0,26;62;71;38;64;65;69;37;63;97;95;100,0.44,0.34,0.13,0.02,0.07
Melhores Geladeiras Side-by-Side,br,freezer,1010,17,1,especificacao de produto,escolha,geladeira,,,0,12;45;51;26;38;34;39;100;73;55;53;55,0.31,0.6,0.04,0,0.05
Mini geladeiras para quarto,br,freezer,3007,21,1,produto e categoria,exploracao de categoria,geladeira,,,0,84;99;100;61;54;57;58;62;65;65;65;64,0.47,0.31,0.13,0.01,0.08
Geladeiras Frost Free - Buscapé,br,freezer,1047,15,1,especificacao de produto,escolha,geladeira,,,0,13;26;35;41;40;25;16;100;63;18;16;98,0.18,0.07,0.14,0.58,0.03
freezers Consul 142 litros,br,freezer,3455,20,1,especificacao de produto,escolha,freezer,consul,consul,1,65;100;98;55;55;57;67;43;67;73;89;88,0.53,0.25,0.18,0.02,0.02
Home Lab Setup,br,freezer,1700,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,65;79;89;91;86;91;86;100;96;90;90;90,0.65,0.13,0.07,0.06,0.09
Geladeiras Slim Expositoras,br,freezer,312,17,1,produto e categoria,escolha,geladeira,,,0,53;72;79;66;59;60;59;86;90;100;53;53,0.4,0.38,0.11,0.04,0.07
Geladeiras Consul Frost Free,br,freezer,2685,21,1,especificacao de produto,escolha,geladeira,consul,consul,1,85;99;100;97;93;96;97;47;50;48;50;50,0.47,0.31,0.05,0.14,0.03
Frigobar 45L e acessórios,br,freezer,867,15,1,produto e categoria,descoberta,geladeira,,,0,59;84;87;83;73;77;76;100;84;84;86;85,0.21,0.33,0.08,0.35,0.03
Expositores e Freezers 3 Portas,br,freezer,457,15,1,especificacao de produto,escolha,freezer,,,0,45;62;64;62;57;61;70;93;93;100;58;59,0.26,0.44,0.12,0.08,0.1
Armazenamento de alimentos,br,freezer,5267,39,0,produto e categoria,exploracao de categoria,sem categoria,,,0,71;78;75;74;72;73;73;100;96;96;96;96,0.79,0.09,0.03,0.05,0.04
Geladeiras Bosch,br,freezer,14193,30,1,produto e categoria,exploracao de categoria,geladeira,,,0,27;30;32;70;79;80;82;99;100;100;100;100,0.62,0.21,0.07,0.08,0.02
Geladeiras Portáteis para Carros,br,freezer,11622,41,1,produto e categoria,exploracao de categoria,geladeira,,,0,92;97;100;44;54;54;54;51;51;51;51;51,0.57,0.2,0.13,0.05,0.05
Geladeiras com gavetas,br,freezer,1259,15,1,produto e categoria,exploracao de categoria,geladeira,,,0,24;68;68;60;59;36;36;80;98;71;74;100,0.61,0.23,0.07,0.02,0.07
Fatiadores elétricos de frios,br,freezer,468,17,0,produto e categoria,escolha,sem categoria,,,0,36;39;21;21;89;90;100;17;17;20;20;21,0.39,0.43,0.12,0.04,0.02
Logística Friozem,br,freezer,1828,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,51;80;84;82;89;95;97;97;99;98;100;99,0.51,0.13,0.14,0.19,0.03
Coolers para cervejeiras,br,freezer,591,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,53;84;86;86;86;91;93;100;100;96;96;98,0.49,0.27,0.08,0.09,0.07
Geladeiras 420 litros,br,freezer,1095,17,1,especificacao de produto,escolha,geladeira,,,0,13;20;23;20;18;33;32;58;34;76;75;100,0.5,0.33,0.09,0.01,0.07
Gelo e Placas para Caixas Térmicas,br,freezer,2864,26,0,produto e categoria,exploracao de categoria,sem categoria,,,0,43;50;50;49;78;80;79;96;100;100;100;100,0.66,0.24,0.04,0.04,0.02
Trituradores de gelo,br,freezer,853,19,0,produto e categoria,exploracao de categoria,sem categoria,,,0,88;100;100;99;55;60;63;70;71;71;71;70,0.56,0.23,0.12,0.04,0.05
geladeiras brancas frost free,br,freezer,228,15,1,especificacao de produto,escolha,geladeira,,,0,17;90;92;30;47;46;50;100;77;31;29;36,0.47,0.35,0.14,0.04,0
Bandejas e Reservatórios de Geladeira,br,freezer,1176,16,1,produto e categoria,exploracao de categoria,geladeira,,,0,51;58;59;58;58;55;55;74;52;53;88;100,0.69,0.1,0.14,0.05,0.02
Geladeiras Expositoras Usadas,br,freezer,689,16,1,produto e categoria,exploracao de categoria,geladeira,,,0,59;86;100;91;72;77;78;75;78;80;72;71,0.48,0.19,0.2,0.1,0.03
Brastemp: Geladeiras e Eletrodomésticos,br,freezer,568,17,1,produto e categoria,descoberta,geladeira,brastemp,brastemp,1,61;96;100;62;67;43;42;98;76;80;43;43,0.24,0.36,0.08,0.27,0.05
Frigobar com Termostato Digital,br,freezer,143,16,1,peca e filtro,posse,geladeira,,,0,7;78;100;61;65;25;55;26;24;34;31;37,0.7,0.19,0.03,0.05,0.03
Frozen yogurt e iogurte congelado,br,freezer,6523,25,0,produto e categoria,exploracao de categoria,sem categoria,,,0,24;67;68;70;47;49;50;85;93;93;100;100,0.68,0.12,0.08,0.05,0.07
Peças de Geladeira,br,freezer,1243,16,1,peca e filtro,posse,geladeira,,,0,41;43;44;63;71;74;59;100;98;99;100;100,0.69,0.13,0.11,0.05,0.02
Expositores de frigobar,br,freezer,551,16,1,produto e categoria,exploracao de categoria,geladeira,,,0,48;65;66;66;66;70;84;100;100;84;85;84,0.47,0.38,0.04,0.01,0.1
Caixas Térmicas e Coolers Termolar,br,freezer,2929,24,0,produto e categoria,exploracao de categoria,sem categoria,,,0,84;99;100;51;51;54;56;54;56;55;56;55,0.56,0.19,0.13,0.1,0.02
Geladeiras compactas Multilaser,br,freezer,314,16,1,produto e categoria,exploracao de categoria,geladeira,,,0,17;41;43;19;18;19;17;16;17;100;91;18,0.57,0.26,0.13,0.01,0.03
Water Cooling for PCs,br,freezer,3156,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,86;99;100;49;44;47;49;44;48;47;48;48,0.49,0.38,0.06,0.02,0.05
Prateleiras de Geladeira,br,freezer,1225,16,1,peca e filtro,posse,geladeira,,,0,27;57;71;35;31;34;40;37;44;100;84;95,0.63,0.22,0.07,0.04,0.04
Geladeiras/Frigobares Red Bull,br,freezer,3359,19,1,produto e categoria,escolha,geladeira,,,0,65;93;98;96;92;99;96;94;100;100;100;100,0.45,0.36,0.1,0.07,0.02
Geladeiras de Luxo,br,freezer,752,15,1,produto e categoria,escolha,geladeira,,,0,11;32;45;31;29;42;40;96;54;100;83;86,0.36,0.35,0.18,0.04,0.07
Compressores de Geladeira,br,freezer,8648,29,1,peca e filtro,posse,geladeira,,,0,19;26;27;33;68;69;70;92;100;100;100;100,0.65,0.21,0.1,0.02,0.02
Geladeiras envelopadas,br,freezer,659,15,1,produto e categoria,exploracao de categoria,geladeira,,,0,94;100;100;98;95;97;98;95;44;43;44;44,0.76,0.13,0.04,0.03,0.04
Coolers com Mesa,br,freezer,3010,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,67;96;100;97;92;98;99;98;99;99;100;99,0.46,0.18,0.11,0.18,0.07
Estrela Frios,br,freezer,218,15,0,produto e categoria,descoberta,sem categoria,,,0,59;65;66;65;83;86;85;91;100;89;90;89,0.38,0.12,0.18,0.29,0.03
Geladeiras na Fast Shop,br,freezer,874,18,1,produto e categoria,exploracao de categoria,geladeira,,,0,31;61;63;68;57;53;54;100;62;39;38;39,0.32,0.23,0.21,0.19,0.05
Rack storage solutions,br,freezer,89,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,13;26;30;38;38;100;71;96;90;48;49;47,0.54,0.14,0.14,0.15,0.03
Geladeiras portáteis no Brasil,br,freezer,1371,17,1,produto e categoria,exploracao de categoria,geladeira,,,0,57;84;71;69;72;78;78;89;93;100;100;99,0.55,0.24,0.1,0.01,0.1
Lanches Congelados,br,freezer,707,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,13;15;16;16;55;75;64;100;84;56;55;53,0.63,0.13,0.17,0.05,0.02
Gelo Electrolux: Formas e Máquinas,br,freezer,893,17,0,produto e categoria,exploracao de categoria,sem categoria,electrolux,electrolux,1,61;82;90;80;98;91;86;79;88;100;97;99,0.57,0.13,0.18,0.1,0.02
Transporte Refrigerado,br,freezer,1417,19,1,produto e categoria,exploracao de categoria,geladeira,,,0,94;88;54;45;77;77;77;100;100;100;100;100,0.68,0.17,0.03,0.04,0.08
Geladeiras Preto Inox,br,freezer,1004,17,1,especificacao de produto,escolha,geladeira,,,0,20;67;72;57;53;42;42;100;68;76;49;71,0.57,0.24,0.11,0.05,0.03
Storage Box Solutions,br,freezer,146,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,44;67;68;67;66;77;100;50;85;85;51;50,0.46,0.24,0.17,0.1,0.03
Balcões Refrigerados em Inox,br,freezer,250,15,1,especificacao de produto,escolha,geladeira,,,0,78;90;94;92;94;92;94;88;93;91;98;100,0.46,0.32,0.11,0.04,0.07
Baldes térmicos de gelo,br,freezer,1030,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,85;100;100;97;51;51;51;82;66;67;56;56,0.56,0.22,0.12,0.05,0.05
Dimensões de frigobar,br,freezer,707,18,1,produto e categoria,exploracao de categoria,geladeira,,,0,19;23;25;35;69;69;70;68;100;66;65;65,0.63,0.22,0.03,0.04,0.08
Portas frigoríficas para câmaras frias,br,freezer,289,16,0,produto e categoria,escolha,sem categoria,,,0,73;92;90;88;87;90;91;87;98;100;89;89,0.43,0.48,0.01,0.05,0.03
Coolers e caixas térmicas 24L,br,freezer,456,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,72;88;89;87;83;91;94;97;100;94;94;95,0.34,0.2,0.19,0.2,0.07
Geladeiras Inverter,br,freezer,3075,25,1,especificacao de produto,escolha,geladeira,,,0,19;34;38;65;76;70;70;68;91;85;97;100,0.67,0.21,0.08,0.04,0
Geladeiras Comerciais e Industriais,br,freezer,3460,16,1,produto e categoria,escolha,geladeira,,,0,66;88;94;89;95;97;98;96;97;100;100;99,0.43,0.38,0.11,0.01,0.07
Organizadores de latas para geladeira,br,freezer,162,16,1,produto e categoria,escolha,geladeira,,,0,77;100;95;86;83;78;79;69;69;90;90;69,0.4,0.26,0.19,0.05,0.1
Etiquetas para Geladeira e Freezer,br,freezer,42,17,1,produto e categoria,exploracao de categoria,geladeira,,,0,5;36;38;37;23;21;22;89;100;8;8;8,0.52,0.28,0.09,0.04,0.07
Geladeiras Portáteis para Caminhões,br,freezer,2652,21,1,produto e categoria,exploracao de categoria,geladeira,,,0,85;99;100;99;53;57;56;50;55;55;53;53,0.48,0.32,0.12,0.04,0.04
Geladeiras Bemol e Electrolux,br,freezer,755,16,1,produto e categoria,exploracao de categoria,geladeira,electrolux,electrolux,1,61;86;88;84;100;76;76;80;81;80;83;83,0.38,0.18,0.23,0.18,0.03
Máquinas de Geladinho,br,freezer,4035,22,0,produto e categoria,exploracao de categoria,sem categoria,,,0,44;55;62;78;93;96;96;94;100;100;100;100,0.52,0.24,0.2,0.02,0.02
Geladeiras 470 litros,br,freezer,1345,22,1,especificacao de produto,escolha,geladeira,,,0,19;62;69;50;48;37;37;100;50;57;49;85,0.39,0.32,0.18,0.04,0.07
Freezers verticais 110/127V,br,freezer,303,16,1,especificacao de produto,escolha,freezer,,,0,20;67;75;48;47;40;57;100;76;51;49;47,0.44,0.41,0.08,0.04,0.03
Geladeiras Expositoras Pretas,br,freezer,803,15,1,produto e categoria,escolha,geladeira,,,0,4;11;16;16;16;20;58;7;5;100;85;91,0.32,0.36,0.14,0.11,0.07
Máquinas de Gelo Polar,br,freezer,1993,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,33;50;52;48;49;41;41;100;76;76;77;77,0.55,0.28,0.05,0.04,0.08
Heatsinks and Thermal Solutions,br,freezer,2129,20,0,produto e categoria,exploracao de categoria,sem categoria,,,0,22;26;26;25;61;61;61;79;100;93;80;81,0.67,0.19,0.03,0.03,0.08
Refrigeração Poços de Caldas,br,freezer,78,15,0,produto e categoria,descoberta,sem categoria,,,0,71;79;92;94;86;88;85;88;86;85;85;100,0.34,0.27,0.04,0.31,0.04
Geladeiras 430 litros Frost Free,br,freezer,372,18,1,especificacao de produto,escolha,geladeira,,,0,30;91;100;80;73;58;58;92;72;90;38;48,0.47,0.36,0.07,0.07,0.03
Rodízios para Geladeira,br,freezer,628,17,1,produto e categoria,exploracao de categoria,geladeira,,,0,28;38;38;82;82;58;100;87;79;75;76;75,0.59,0.24,0.1,0.05,0.02
Esfihas Congeladas,br,freezer,603,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,28;32;33;33;42;39;49;100;57;74;72;50,0.62,0.15,0.11,0.05,0.07
PC Water Cooling Systems,br,freezer,32157,53,0,produto e categoria,escolha,sem categoria,,,0,59;61;65;68;77;77;77;100;80;80;80;80,0.44,0.38,0.1,0.04,0.04
Cuba de Gelo para Bar,br,freezer,78,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,24;38;81;73;73;57;100;25;25;33;30;30,0.41,0.21,0.23,0.05,0.1
Delfrio Refrigeração,br,freezer,120,15,0,produto e categoria,descoberta,sem categoria,,,0,36;36;39;42;100;64;55;57;55;43;43;43,0.32,0.12,0.11,0.42,0.03
Lab Equipment & Supplies,br,freezer,796,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,25;28;41;85;71;71;71;79;100;100;91;91,0.65,0.15,0.08,0.1,0.02
Geladeiras Hisense,br,freezer,5552,29,1,produto e categoria,exploracao de categoria,geladeira,hisense,hisense,1,43;54;56;56;79;82;82;88;100;100;100;100,0.5,0.19,0.17,0.12,0.02
Geladeiras e Freezers 260 litros,br,freezer,280,15,1,especificacao de produto,escolha,geladeira,,,0,11;92;100;43;36;25;42;41;29;32;27;34,0.46,0.3,0.1,0.11,0.03
Gelo em escama e máquinas de gelo,br,freezer,11091,31,0,produto e categoria,exploracao de categoria,sem categoria,,,0,21;54;55;94;99;100;100;99;99;99;99;99,0.6,0.2,0.1,0.05,0.05
Geladeiras 370 litros Frost Free,br,freezer,1218,22,1,especificacao de produto,escolha,geladeira,,,0,66;76;76;73;75;75;81;100;87;86;94;99,0.44,0.33,0.16,0.05,0.02
Brigadeiro e Docinhos Congelados,br,freezer,3150,29,0,produto e categoria,exploracao de categoria,sem categoria,,,0,69;56;56;60;94;94;95;84;98;100;98;98,0.7,0.14,0.03,0.03,0.1
Frigobar Brastemp Marsala,br,freezer,469,15,1,produto e categoria,exploracao de categoria,geladeira,brastemp,brastemp,1,8;21;23;41;50;57;36;92;100;91;53;54,0.51,0.16,0.12,0.18,0.03
Câmaras frias usadas para açougues,br,freezer,1482,15,0,produto e categoria,escolha,sem categoria,,,0,67;82;88;87;89;100;96;75;76;75;77;76,0.28,0.45,0.18,0.04,0.05
Frios e Embutidos,br,freezer,1977,18,0,produto e categoria,exploracao de categoria,sem categoria,,,0,46;52;59;64;70;71;71;94;97;98;100;100,0.6,0.2,0.1,0.05,0.05
Frigobar Midea Retrô,br,freezer,268,15,1,produto e categoria,exploracao de categoria,geladeira,midea,midea,1,34;52;56;48;66;100;73;40;43;42;46;49,0.45,0.2,0.14,0.2,0.01
Geladeiras Midea,br,freezer,36637,66,1,produto e categoria,exploracao de categoria,geladeira,midea,midea,1,38;45;46;69;88;89;89;87;100;100;100;100,0.48,0.21,0.12,0.17,0.02
Geladeira Solar,br,freezer,499,20,1,produto e categoria,exploracao de categoria,geladeira,,,0,58;53;52;52;74;74;74;100;81;81;81;81,0.59,0.3,0.04,0.02,0.05
Geladeiras Brastemp Gourmand,br,freezer,1964,15,1,produto e categoria,exploracao de categoria,geladeira,brastemp,brastemp,1,35;53;60;51;63;56;56;100;77;86;96;99,0.55,0.2,0.09,0.15,0.01
Freezers verticais Consul 66–100 L,br,freezer,348,15,1,produto e categoria,exploracao de categoria,freezer,consul,consul,1,37;52;87;62;59;100;89;35;35;91;43;46,0.32,0.32,0.11,0.18,0.07
Geladeiras com senha,br,freezer,467,15,1,produto e categoria,exploracao de categoria,geladeira,,,0,4;87;88;49;40;76;59;100;57;72;58;59,0.67,0.15,0.1,0.05,0.03
Geladeiras e freezers Budweiser,br,freezer,999,16,1,produto e categoria,escolha,geladeira,,,0,15;19;20;26;29;19;49;53;59;100;90;86,0.33,0.52,0.11,0.01,0.03
Centros de Frios e Pescados,br,freezer,415,15,0,produto e categoria,descoberta,sem categoria,,,0,19;41;38;36;23;24;24;100;28;28;27;26,0.22,0.22,0.05,0.48,0.03
Geladeiras 2 portas e side by side,br,freezer,14122,38,1,especificacao de produto,escolha,geladeira,,,0,54;60;71;84;88;88;88;100;95;95;95;95,0.54,0.32,0.1,0.02,0.02
Túneles de congelación,br,freezer,1001,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,29;30;79;70;100;100;100;100;100;100;100;100,0.75,0.1,0.08,0.05,0.02
Congelamento de Sopas,br,freezer,1080,21,0,produto e categoria,exploracao de categoria,sem categoria,,,0,40;40;98;94;100;65;65;57;64;64;64;64,0.72,0.15,0.08,0.03,0.02
Expositores de frios e laticínios,br,freezer,173,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,64;79;82;71;88;100;97;71;72;73;71;71,0.6,0.23,0.06,0.08,0.03
Frigobares 120 litros e similares,br,freezer,1079,17,1,especificacao de produto,escolha,geladeira,,,0,33;100;100;85;71;64;58;85;89;97;67;77,0.49,0.39,0.07,0.04,0.01
Bananas Congeladas,br,freezer,11027,36,0,produto e categoria,exploracao de categoria,sem categoria,,,0,66;59;59;67;99;100;100;92;92;92;92;91,0.79,0.1,0.04,0.05,0.02
Geladeiras Pretas Frost Free,br,freezer,695,15,1,especificacao de produto,escolha,geladeira,,,0,40;61;73;97;96;89;85;96;63;100;86;82,0.57,0.25,0.14,0.02,0.02
Geladeiras 410 litros em inox,br,freezer,2901,22,1,especificacao de produto,escolha,geladeira,,,0,88;100;100;97;44;47;48;42;43;41;60;61,0.42,0.22,0.21,0.1,0.05
Geladeiras 380 litros,br,freezer,1413,20,1,especificacao de produto,escolha,geladeira,,,0,35;69;81;62;47;48;50;94;76;86;84;100,0.54,0.28,0.11,0.04,0.03
Frigoríficos de Peixe,br,freezer,101,15,0,produto e categoria,escolha,sem categoria,,,0,13;14;15;100;100;16;16;23;23;16;16;16,0.31,0.41,0.21,0.04,0.03
Frigobar Electrolux Preto,br,freezer,863,15,1,produto e categoria,exploracao de categoria,geladeira,electrolux,electrolux,1,10;25;28;27;26;21;63;28;23;100;91;91,0.37,0.24,0.14,0.18,0.07
Congelar Legumes,br,freezer,27340,91,0,produto e categoria,exploracao de categoria,sem categoria,,,0,86;82;81;85;94;94;94;93;100;100;100;100,0.79,0.08,0.06,0.05,0.02
Manutenção de Câmara Fria,br,freezer,253,16,0,manutencao e limpeza,posse,sem categoria,,,0,79;100;100;99;79;65;65;68;65;65;74;78,0.54,0.21,0.09,0.04,0.12
Geladeiras de Inox,br,freezer,478,17,1,especificacao de produto,escolha,geladeira,,,0,20;54;91;62;62;41;54;100;68;66;54;71,0.51,0.31,0.11,0.04,0.03
Churros Congelados,br,freezer,879,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,32;40;46;97;99;100;100;50;45;45;46;46,0.54,0.2,0.16,0.07,0.03
Geladeiras Electrolux 310L,br,freezer,5426,37,1,produto e categoria,exploracao de categoria,geladeira,electrolux,electrolux,1,91;98;100;100;97;98;98;42;44;46;44;44,0.48,0.2,0.2,0.1,0.02
Stock Up Brazil,br,freezer,270,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,8;100;89;77;35;28;23;9;12;16;26;16,0.38,0.1,0.18,0.24,0.1
Geladeiras: preço e tamanho,br,freezer,548,17,1,preco e compra,escolha,geladeira,,,0,15;58;65;42;47;45;42;100;57;29;26;30,0.57,0.3,0.11,0.02,0
Cold Air Intakes,br,freezer,633,16,0,produto e categoria,exploracao de categoria,sem categoria,,,0,72;99;100;99;84;90;91;81;92;92;84;85,0.4,0.22,0.09,0.24,0.05
Carrinhos com Cooler,br,freezer,1704,15,0,produto e categoria,exploracao de categoria,sem categoria,,,0,62;88;92;88;90;96;98;94;100;100;100;99,0.5,0.25,0.13,0.05,0.07
Samsung RS52 Side-by-Side Fridges,br,freezer,3780,17,0,especificacao de produto,escolha,sem categoria,samsung,samsung,1,7;27;100;25;23;18;19;76;58;49;35;68,0.41,0.17,0.12,0.27,0.03
Refrigeradores Electrolux Side by Side,br,freezer,2925,30,1,especificacao de produto,escolha,geladeira,electrolux,electrolux,1,63;72;76;54;53;56;55;58;72;100;73;72,0.59,0.24,0.1,0.02,0.05
"Metalfrio: Refrigeração, Expositores e Peças",br,freezer,964,18,0,peca e filtro,posse,sem categoria,,,0,78;98;99;93;84;91;90;90;100;100;92;91,0.33,0.19,0.13,0.32,0.03
Quibe Congelado,br,freezer,687,17,0,produto e categoria,exploracao de categoria,sem categoria,,,0,77;100;90;50;47;49;48;48;54;52;60;61,0.7,0.1,0.07,0.05,0.08
Geladeiras com Painel Digital,br,freezer,872,15,1,produto e categoria,exploracao de categoria,geladeira,,,0,20;74;89;66;66;51;50;20;20;100;65;97,0.66,0.21,0.03,0.03,0.07
Geladeiras Brastemp 443 L,br,freezer,4604,23,1,produto e categoria,exploracao de categoria,geladeira,brastemp,brastemp,1,81;95;95;92;93;95;96;77;83;100;93;100,0.59,0.18,0.06,0.15,0.02
